Plano_de_contas;ID_Movimento;Data;Tipo_Movimento;Categoria;Valor;Cliente
31;1478;2023-04-07 08:26:23.648956;Saída;Venda; 7.473,86 ;
12;2899;2024-04-17 08:26:23.648956;Entrada;Imposto; 6.676,41 ;
33;3835;2024-03-03 08:26:23.648956;Saída;Serviço; 5.870,12 ;
11;1853;2023-10-24 08:26:23.648956;Entrada;Venda; 35.892,60 ;Cliente 5
32;4951;2024-05-03 08:26:23.648956;Saída;Outros; 18.307,89 ;
21;2793;2024-02-19 08:26:23.648956;Saída;Salário; 14.485,97 ;
12;2530;2022-11-20 08:26:23.648956;Entrada;Outros; 13.315,46 ;
22;1956;2024-09-16 08:26:23.648956;Saída;Imposto; 34.133,65 ;
31;1594;2024-09-20 08:26:23.648956;Saída;Venda; 39.514,00 ;
22;4548;2023-03-19 08:26:23.648956;Saída;Salário; 1.473,16 ;
12;4646;2023-11-07 08:26:23.648956;Entrada;Outros; 25.685,27 ;
31;4979;2023-11-03 08:26:23.648956;Saída;Venda; 1.485,28 ;
11;4067;2024-04-04 08:26:23.648956;Entrada;Serviço; 43.315,45 ;Cliente 5
32;3737;2024-05-03 08:26:23.648956;Saída;Outros; 47.907,16 ;
31;4263;2023-04-03 08:26:23.648956;Saída;Venda; 583,92 ;
22;1884;2023-11-25 08:26:23.648956;Saída;Salário; 14.545,15 ;
32;1615;2024-03-08 08:26:23.648956;Saída;Outros; 24.595,45 ;
22;4721;2024-09-14 08:26:23.648956;Saída;Imposto; 5.772,60 ;
22;2048;2023-01-02 08:26:23.648956;Saída;Imposto; 10.549,30 ;
11;3116;2023-07-01 08:26:23.648956;Entrada;Venda; 20.374,94 ;Cliente 1
33;3842;2024-07-16 08:26:23.648956;Saída;Serviço; 5.097,90 ;
33;4892;2024-11-05 08:26:23.648956;Saída;Serviço; 47.698,13 ;
11;4179;2024-10-09 08:26:23.648956;Entrada;Serviço; 31.969,58 ;Cliente 5
22;3614;2024-04-05 08:26:23.648956;Saída;Salário; 37.394,13 ;
32;3517;2022-11-15 08:26:23.648956;Saída;Outros; 36.003,71 ;
11;4790;2024-08-09 08:26:23.648956;Entrada;Serviço; 16.824,97 ;Cliente 5
22;4229;2023-08-26 08:26:23.648956;Saída;Salário; 11.391,97 ;
31;4969;2024-08-27 08:26:23.648956;Saída;Venda; 44.402,02 ;
32;2230;2023-07-27 08:26:23.648956;Saída;Outros; 48.874,46 ;
12;3304;2024-05-09 08:26:23.648956;Entrada;Imposto; 4.819,81 ;
33;3575;2023-11-27 08:26:23.648956;Saída;Serviço; 2.709,06 ;
31;4489;2024-07-29 08:26:23.648956;Saída;Venda; 19.794,90 ;
32;1672;2023-03-31 08:26:23.648956;Saída;Outros; 32.960,50 ;
22;1765;2024-03-30 08:26:23.648956;Saída;Imposto; 9.854,44 ;
21;1755;2024-03-24 08:26:23.648956;Saída;Salário; 28.576,90 ;
22;3789;2023-09-13 08:26:23.648956;Saída;Salário; 524,42 ;
11;1197;2023-12-13 08:26:23.648956;Entrada;Serviço; 39.569,57 ;Cliente 5
12;2950;2023-04-04 08:26:23.648956;Entrada;Outros; 9.859,69 ;
11;4574;2024-04-30 08:26:23.648956;Entrada;Venda; 36.267,58 ;Cliente 5
31;4177;2023-11-28 08:26:23.648956;Saída;Venda; 21.183,81 ;
11;1687;2023-09-14 08:26:23.648956;Entrada;Venda; 28.593,75 ;Cliente 4
33;2522;2023-08-09 08:26:23.648956;Saída;Serviço; 7.430,71 ;
33;4642;2023-07-04 08:26:23.648956;Saída;Serviço; 34.147,43 ;
11;1373;2024-01-23 08:26:23.648956;Entrada;Serviço; 18.825,09 ;Cliente 2
11;3951;2023-09-27 08:26:23.648956;Entrada;Serviço; 23.882,44 ;Cliente 2
21;3046;2024-09-02 08:26:23.648956;Saída;Salário; 34.962,04 ;
12;3974;2023-02-24 08:26:23.648956;Entrada;Outros; 9.090,38 ;
11;4413;2023-07-24 08:26:23.648956;Entrada;Venda; 26.066,78 ;Cliente 5
12;2054;2023-12-06 08:26:23.648956;Entrada;Imposto; 24.186,09 ;
11;3473;2023-01-02 08:26:23.648956;Entrada;Venda; 25.918,44 ;Cliente 4
22;4080;2024-04-27 08:26:23.648956;Saída;Salário; 28.805,08 ;
12;3113;2024-03-10 08:26:23.648956;Entrada;Imposto; 36.188,31 ;
33;4693;2023-06-22 08:26:23.648956;Saída;Serviço; 37.456,74 ;
33;4541;2023-01-02 08:26:23.648956;Saída;Serviço; 13.227,43 ;
11;4336;2024-01-07 08:26:23.648956;Entrada;Venda; 37.159,93 ;Cliente 5
21;4321;2024-11-07 08:26:23.648956;Saída;Salário; 31.055,06 ;
12;1749;2023-05-15 08:26:23.648956;Entrada;Imposto; 30.614,51 ;
11;2073;2023-09-01 08:26:23.648956;Entrada;Venda; 847,13 ;Cliente 2
22;1372;2023-08-15 08:26:23.648956;Saída;Salário; 39.886,65 ;
21;3112;2023-09-12 08:26:23.648956;Saída;Salário; 43.109,72 ;
12;3651;2023-09-05 08:26:23.648956;Entrada;Imposto; 36.874,29 ;
12;3098;2023-01-25 08:26:23.648956;Entrada;Imposto; 49.332,53 ;
12;4248;2023-06-28 08:26:23.648956;Entrada;Imposto; 3.477,51 ;
12;4545;2023-05-01 08:26:23.648956;Entrada;Outros; 32.176,12 ;
22;3717;2022-11-26 08:26:23.648956;Saída;Salário; 9.322,78 ;
33;1583;2023-08-25 08:26:23.648956;Saída;Serviço; 31.929,87 ;
22;2562;2023-05-06 08:26:23.648956;Saída;Imposto; 18.662,57 ;
12;2503;2023-05-23 08:26:23.648956;Entrada;Outros; 42.876,79 ;
22;4470;2022-11-17 08:26:23.648956;Saída;Imposto; 17.944,19 ;
32;3937;2024-10-03 08:26:23.648956;Saída;Outros; 3.809,07 ;
32;3835;2024-10-30 08:26:23.648956;Saída;Outros; 46.503,75 ;
33;2150;2023-07-26 08:26:23.648956;Saída;Serviço; 30.215,28 ;
12;3184;2023-01-18 08:26:23.648956;Entrada;Imposto; 43.489,53 ;
21;4111;2023-01-27 08:26:23.648956;Saída;Salário; 25.426,87 ;
12;1925;2024-07-05 08:26:23.648956;Entrada;Outros; 36.311,77 ;
22;4351;2023-04-20 08:26:23.648956;Saída;Salário; 10.700,19 ;
22;4917;2023-07-29 08:26:23.648956;Saída;Imposto; 31.209,27 ;
12;1040;2023-10-05 08:26:23.648956;Entrada;Outros; 11.494,89 ;
32;4201;2024-01-22 08:26:23.648956;Saída;Outros; 16.860,34 ;
21;1857;2023-04-02 08:26:23.648956;Saída;Salário; 1.869,50 ;
11;2496;2024-09-29 08:26:23.648956;Entrada;Venda; 16.900,93 ;Cliente 5
11;1798;2022-11-25 08:26:23.648956;Entrada;Venda; 45.345,99 ;Cliente 5
11;2449;2024-02-01 08:26:23.648956;Entrada;Venda; 18.755,20 ;Cliente 2
31;3896;2024-03-13 08:26:23.648956;Saída;Venda; 26.159,63 ;
22;2404;2023-04-03 08:26:23.648956;Saída;Salário; 9.130,55 ;
11;3878;2023-05-19 08:26:23.648956;Entrada;Venda; 22.364,11 ;Cliente 5
12;4915;2023-04-11 08:26:23.648956;Entrada;Outros; 20.267,80 ;
21;2895;2024-03-20 08:26:23.648956;Saída;Salário; 36.450,48 ;
22;2863;2023-03-02 08:26:23.648956;Saída;Imposto; 41.472,59 ;
11;2638;2023-04-16 08:26:23.648956;Entrada;Venda; 19.867,93 ;Cliente 5
22;4541;2024-05-05 08:26:23.648956;Saída;Salário; 11.394,57 ;
11;2317;2022-11-28 08:26:23.648956;Entrada;Serviço; 23.744,77 ;Cliente 5
11;3859;2023-12-29 08:26:23.648956;Entrada;Venda; 45.083,43 ;Cliente 1
11;3491;2023-01-04 08:26:23.648956;Entrada;Serviço; 29.956,73 ;Cliente 2
12;4748;2024-07-31 08:26:23.648956;Entrada;Outros; 3.804,60 ;
22;1672;2024-09-03 08:26:23.648956;Saída;Salário; 25.730,21 ;
11;3889;2024-07-06 08:26:23.648956;Entrada;Venda; 34.632,27 ;Cliente 3
11;1753;2023-02-25 08:26:23.648956;Entrada;Venda; 29.374,29 ;Cliente 1
11;1767;2024-02-07 08:26:23.648956;Entrada;Serviço; 35.238,81 ;Cliente 2
21;3024;2023-05-02 08:26:23.648956;Saída;Salário; 22.512,42 ;
31;3960;2023-05-22 08:26:23.648956;Saída;Venda; 34.038,42 ;
22;4491;2024-01-22 08:26:23.648956;Saída;Salário; 23.268,02 ;
12;4831;2023-01-13 08:26:23.648956;Entrada;Imposto; 44.991,06 ;
11;1387;2023-02-05 08:26:23.648956;Entrada;Venda; 31.349,07 ;Cliente 5
33;2575;2023-04-23 08:26:23.648956;Saída;Serviço; 44.661,37 ;
11;1421;2024-08-19 08:26:23.648956;Entrada;Serviço; 812,76 ;Cliente 5
22;2530;2023-10-18 08:26:23.648956;Saída;Imposto; 48.491,43 ;
11;4331;2024-01-24 08:26:23.648956;Entrada;Venda; 47.905,93 ;Cliente 1
22;4496;2024-06-02 08:26:23.648956;Saída;Imposto; 1.153,77 ;
33;3618;2023-08-10 08:26:23.648956;Saída;Serviço; 9.169,81 ;
22;4555;2023-11-29 08:26:23.648956;Saída;Salário; 3.432,37 ;
12;4713;2023-11-01 08:26:23.648956;Entrada;Outros; 38.172,67 ;
11;1515;2023-08-20 08:26:23.648956;Entrada;Venda; 30.088,80 ;Cliente 5
21;1523;2024-02-07 08:26:23.648956;Saída;Salário; 35.890,65 ;
32;4459;2023-02-25 08:26:23.648956;Saída;Outros; 47.563,08 ;
12;2134;2024-01-28 08:26:23.648956;Entrada;Outros; 30.869,06 ;
21;4582;2024-08-26 08:26:23.648956;Saída;Salário; 19.410,58 ;
32;3747;2024-10-10 08:26:23.648956;Saída;Outros; 30.397,57 ;
22;2164;2024-09-25 08:26:23.648956;Saída;Imposto; 8.018,84 ;
11;2888;2024-09-14 08:26:23.648956;Entrada;Venda; 49.045,66 ;Cliente 1
32;2959;2023-02-02 08:26:23.648956;Saída;Outros; 34.744,65 ;
12;3866;2023-10-12 08:26:23.648956;Entrada;Imposto; 4.919,81 ;
22;3816;2024-03-10 08:26:23.648956;Saída;Salário; 34.498,62 ;
22;1566;2024-09-22 08:26:23.648956;Saída;Salário; 2.409,51 ;
11;2078;2022-11-12 08:26:23.648956;Entrada;Venda; 8.070,35 ;Cliente 5
21;4695;2023-04-22 08:26:23.648956;Saída;Salário; 44.361,42 ;
12;2879;2023-05-11 08:26:23.648956;Entrada;Outros; 41.049,80 ;
33;1711;2024-11-09 08:26:23.648956;Saída;Serviço; 48.731,09 ;
22;2723;2024-11-01 08:26:23.648956;Saída;Salário; 19.456,53 ;
22;4393;2023-08-03 08:26:23.648956;Saída;Imposto; 1.110,92 ;
12;1482;2023-02-16 08:26:23.648956;Entrada;Imposto; 4.885,52 ;
22;2805;2024-10-17 08:26:23.648956;Saída;Imposto; 48.263,65 ;
22;2054;2023-08-11 08:26:23.648956;Saída;Imposto; 42.742,49 ;
11;4413;2023-12-24 08:26:23.648956;Entrada;Serviço; 27.088,94 ;Cliente 4
32;4665;2023-08-02 08:26:23.648956;Saída;Outros; 31.550,75 ;
22;1663;2024-07-09 08:26:23.648956;Saída;Salário; 39.507,01 ;
31;3979;2023-04-26 08:26:23.648956;Saída;Venda; 26.113,81 ;
33;1929;2024-08-14 08:26:23.648956;Saída;Serviço; 39.352,55 ;
11;1902;2024-09-30 08:26:23.648956;Entrada;Serviço; 26.785,84 ;Cliente 1
33;3072;2023-09-20 08:26:23.648956;Saída;Serviço; 43.273,81 ;
21;2058;2024-09-23 08:26:23.648956;Saída;Salário; 28.400,59 ;
32;4063;2024-07-26 08:26:23.648956;Saída;Outros; 15.867,56 ;
33;2640;2022-11-28 08:26:23.648956;Saída;Serviço; 10.649,35 ;
21;1441;2024-10-09 08:26:23.648956;Saída;Salário; 31.732,66 ;
32;1358;2024-08-10 08:26:23.648956;Saída;Outros; 31.440,42 ;
11;1457;2024-09-18 08:26:23.648956;Entrada;Serviço; 39.874,98 ;Cliente 1
11;1664;2023-08-27 08:26:23.648956;Entrada;Venda; 28.818,93 ;Cliente 1
22;2757;2022-12-02 08:26:23.648956;Saída;Salário; 15.941,92 ;
32;2541;2024-09-24 08:26:23.648956;Saída;Outros; 44.209,91 ;
22;2264;2024-10-13 08:26:23.648956;Saída;Imposto; 46.683,46 ;
12;3992;2023-03-29 08:26:23.648956;Entrada;Imposto; 40.928,16 ;
33;3969;2023-03-10 08:26:23.648956;Saída;Serviço; 46.307,40 ;
12;2476;2022-12-01 08:26:23.648956;Entrada;Outros; 17.844,40 ;
11;2774;2024-02-11 08:26:23.648956;Entrada;Serviço; 28.218,11 ;Cliente 1
32;3086;2023-05-21 08:26:23.648956;Saída;Outros; 7.604,60 ;
11;3432;2023-08-20 08:26:23.648956;Entrada;Venda; 15.159,56 ;Cliente 4
32;4387;2023-12-26 08:26:23.648956;Saída;Outros; 48.356,12 ;
11;3254;2024-08-24 08:26:23.648956;Entrada;Venda; 27.196,78 ;Cliente 5
22;4145;2023-11-28 08:26:23.648956;Saída;Imposto; 41.656,83 ;
11;3276;2023-12-16 08:26:23.648956;Entrada;Venda; 43.664,50 ;Cliente 4
22;4567;2023-05-10 08:26:23.648956;Saída;Salário; 31.160,63 ;
21;2970;2023-08-23 08:26:23.648956;Saída;Salário; 791,61 ;
21;1028;2024-07-10 08:26:23.648956;Saída;Salário; 41.116,38 ;
22;2423;2023-02-12 08:26:23.648956;Saída;Salário; 20.741,31 ;
33;1706;2023-12-25 08:26:23.648956;Saída;Serviço; 1.240,60 ;
21;4108;2023-02-07 08:26:23.648956;Saída;Salário; 33.350,58 ;
12;1647;2023-10-24 08:26:23.648956;Entrada;Imposto; 18.561,27 ;
33;3001;2023-08-15 08:26:23.648956;Saída;Serviço; 22.652,80 ;
21;2695;2024-06-12 08:26:23.648956;Saída;Salário; 1.344,96 ;
22;4243;2022-11-28 08:26:23.648956;Saída;Salário; 46.726,07 ;
12;1041;2023-10-25 08:26:23.648956;Entrada;Imposto; 43.809,00 ;
12;2487;2024-05-30 08:26:23.648956;Entrada;Outros; 31.290,87 ;
11;3844;2023-12-30 08:26:23.648956;Entrada;Venda; 22.130,53 ;Cliente 2
21;1382;2023-05-30 08:26:23.648956;Saída;Salário; 7.573,29 ;
33;1182;2023-04-26 08:26:23.648956;Saída;Serviço; 44.788,71 ;
32;2844;2022-12-20 08:26:23.648956;Saída;Outros; 34.851,48 ;
11;3166;2024-08-23 08:26:23.648956;Entrada;Venda; 20.095,41 ;Cliente 1
32;3730;2024-05-11 08:26:23.648956;Saída;Outros; 29.785,98 ;
11;2784;2023-10-18 08:26:23.648956;Entrada;Venda; 12.651,82 ;Cliente 4
33;2439;2024-05-07 08:26:23.648956;Saída;Serviço; 19.287,56 ;
33;1086;2023-01-05 08:26:23.648956;Saída;Serviço; 31.285,50 ;
22;3617;2024-07-05 08:26:23.648956;Saída;Salário; 13.636,94 ;
11;3546;2023-04-27 08:26:23.648956;Entrada;Venda; 30.168,44 ;Cliente 2
22;4095;2024-01-29 08:26:23.648956;Saída;Salário; 8.140,30 ;
31;2148;2024-01-26 08:26:23.648956;Saída;Venda; 11.559,30 ;
21;1836;2023-08-14 08:26:23.648956;Saída;Salário; 14.107,58 ;
31;3624;2023-12-30 08:26:23.648956;Saída;Venda; 7.036,12 ;
31;4985;2023-06-29 08:26:23.648956;Saída;Venda; 29.078,62 ;
11;3246;2023-07-24 08:26:23.648956;Entrada;Serviço; 46.977,50 ;Cliente 2
12;3116;2024-05-30 08:26:23.648956;Entrada;Outros; 19.156,05 ;
12;4275;2023-05-31 08:26:23.648956;Entrada;Outros; 17.386,67 ;
22;3016;2024-08-17 08:26:23.648956;Saída;Imposto; 33.182,76 ;
32;2232;2023-04-26 08:26:23.648956;Saída;Outros; 7.657,44 ;
33;4970;2024-01-21 08:26:23.648956;Saída;Serviço; 11.627,98 ;
11;4578;2024-07-05 08:26:23.648956;Entrada;Serviço; 38.583,21 ;Cliente 3
11;3762;2024-02-28 08:26:23.648956;Entrada;Venda; 7.687,03 ;Cliente 1
33;4495;2022-12-19 08:26:23.648956;Saída;Serviço; 20.276,60 ;
12;1510;2023-09-24 08:26:23.648956;Entrada;Imposto; 16.279,05 ;
21;4238;2024-08-01 08:26:23.648956;Saída;Salário; 3.088,70 ;
21;2462;2023-08-18 08:26:23.648956;Saída;Salário; 25.344,92 ;
12;4836;2024-08-06 08:26:23.648956;Entrada;Outros; 29.515,26 ;
11;2639;2023-11-16 08:26:23.648956;Entrada;Venda; 21.106,96 ;Cliente 5
12;2021;2024-01-25 08:26:23.648956;Entrada;Outros; 43.548,79 ;
33;2271;2023-10-11 08:26:23.648956;Saída;Serviço; 26.948,78 ;
11;1128;2023-11-17 08:26:23.648956;Entrada;Venda; 6.063,71 ;Cliente 3
21;3825;2023-04-21 08:26:23.648956;Saída;Salário; 39.929,64 ;
12;2611;2024-04-27 08:26:23.648956;Entrada;Imposto; 30.561,22 ;
33;4500;2023-08-23 08:26:23.648956;Saída;Serviço; 23.167,99 ;
22;2076;2024-07-29 08:26:23.648956;Saída;Salário; 8.831,37 ;
22;2233;2024-01-07 08:26:23.648956;Saída;Imposto; 22.706,49 ;
22;4428;2024-06-10 08:26:23.648956;Saída;Imposto; 2.923,77 ;
31;2385;2024-03-11 08:26:23.648956;Saída;Venda; 10.475,83 ;
33;1687;2024-04-05 08:26:23.648956;Saída;Serviço; 37.187,91 ;
11;3757;2024-06-26 08:26:23.648956;Entrada;Venda; 42.860,05 ;Cliente 3
32;4561;2024-11-06 08:26:23.648956;Saída;Outros; 27.973,14 ;
12;4632;2023-10-07 08:26:23.648956;Entrada;Imposto; 28.895,54 ;
22;4494;2023-03-08 08:26:23.648956;Saída;Salário; 37.244,79 ;
21;3084;2024-07-23 08:26:23.648956;Saída;Salário; 3.490,96 ;
12;2412;2023-09-30 08:26:23.648956;Entrada;Outros; 6.067,82 ;
31;2787;2024-08-14 08:26:23.648956;Saída;Venda; 39.139,99 ;
32;2009;2023-03-21 08:26:23.648956;Saída;Outros; 23.607,78 ;
31;3251;2024-11-07 08:26:23.648956;Saída;Venda; 1.035,48 ;
12;4111;2023-12-21 08:26:23.648956;Entrada;Outros; 37.711,04 ;
12;1221;2023-03-18 08:26:23.648956;Entrada;Outros; 3.000,53 ;
11;1747;2023-10-08 08:26:23.648956;Entrada;Serviço; 31.896,08 ;Cliente 1
33;1190;2024-08-17 08:26:23.648956;Saída;Serviço; 40.904,75 ;
11;1685;2024-05-22 08:26:23.648956;Entrada;Serviço; 22.394,24 ;Cliente 2
11;3507;2023-09-19 08:26:23.648956;Entrada;Venda; 34.414,48 ;Cliente 1
21;2834;2024-07-03 08:26:23.648956;Saída;Salário; 43.555,35 ;
11;3208;2023-01-14 08:26:23.648956;Entrada;Venda; 23.006,01 ;Cliente 1
22;1897;2024-07-28 08:26:23.648956;Saída;Salário; 17.058,22 ;
31;1748;2023-10-06 08:26:23.648956;Saída;Venda; 14.711,12 ;
31;2199;2023-08-29 08:26:23.648956;Saída;Venda; 48.442,09 ;
11;4746;2023-04-24 08:26:23.648956;Entrada;Serviço; 17.069,19 ;Cliente 4
32;4370;2023-05-17 08:26:23.648956;Saída;Outros; 43.941,92 ;
32;2322;2024-10-12 08:26:23.648956;Saída;Outros; 26.335,95 ;
31;1364;2023-05-13 08:26:23.648956;Saída;Venda; 7.628,40 ;
12;4274;2024-04-30 08:26:23.648956;Entrada;Imposto; 5.657,84 ;
12;1426;2024-08-05 08:26:23.648956;Entrada;Imposto; 45.093,59 ;
32;4836;2023-02-12 08:26:23.648956;Saída;Outros; 21.304,51 ;
21;2768;2024-05-13 08:26:23.648956;Saída;Salário; 499,22 ;
33;4630;2023-02-10 08:26:23.648956;Saída;Serviço; 3.341,88 ;
33;1999;2024-09-02 08:26:23.648956;Saída;Serviço; 27.450,32 ;
32;4535;2024-03-09 08:26:23.648956;Saída;Outros; 9.815,06 ;
11;3669;2023-06-15 08:26:23.648956;Entrada;Serviço; 1.076,11 ;Cliente 3
31;4802;2023-07-23 08:26:23.648956;Saída;Venda; 32.539,37 ;
11;2641;2024-10-26 08:26:23.648956;Entrada;Serviço; 7.327,69 ;Cliente 4
12;2576;2023-03-17 08:26:23.648956;Entrada;Outros; 13.227,60 ;
32;3668;2023-07-11 08:26:23.648956;Saída;Outros; 10.704,30 ;
22;1368;2024-03-09 08:26:23.648956;Saída;Salário; 26.057,71 ;
31;2872;2023-08-30 08:26:23.648956;Saída;Venda; 17.177,42 ;
31;4499;2024-05-28 08:26:23.648956;Saída;Venda; 11.746,00 ;
22;3908;2023-08-13 08:26:23.648956;Saída;Salário; 24.496,27 ;
11;1448;2023-08-13 08:26:23.648956;Entrada;Serviço; 44.147,62 ;Cliente 5
12;2599;2023-07-25 08:26:23.648956;Entrada;Outros; 21.144,97 ;
12;2068;2024-06-04 08:26:23.648956;Entrada;Outros; 20.498,73 ;
22;3941;2024-03-16 08:26:23.648956;Saída;Imposto; 39.508,02 ;
22;3690;2023-04-28 08:26:23.648956;Saída;Imposto; 16.344,47 ;
31;4606;2024-04-11 08:26:23.648956;Saída;Venda; 12.239,59 ;
12;4452;2023-06-03 08:26:23.648956;Entrada;Outros; 35.037,19 ;
22;2944;2024-07-17 08:26:23.648956;Saída;Imposto; 40.440,24 ;
22;4923;2023-02-05 08:26:23.648956;Saída;Salário; 22.267,55 ;
32;4806;2022-11-17 08:26:23.648956;Saída;Outros; 44.052,50 ;
33;2997;2024-08-27 08:26:23.648956;Saída;Serviço; 37.823,38 ;
31;2415;2023-01-29 08:26:23.648956;Saída;Venda; 7.500,33 ;
33;4283;2023-12-07 08:26:23.648956;Saída;Serviço; 32.808,74 ;
12;3275;2024-06-20 08:26:23.648956;Entrada;Imposto; 21.332,52 ;
12;1309;2023-04-06 08:26:23.648956;Entrada;Outros; 30.253,35 ;
21;1501;2023-03-01 08:26:23.648956;Saída;Salário; 35.250,48 ;
32;4390;2023-06-15 08:26:23.648956;Saída;Outros; 47.542,07 ;
12;2437;2023-05-25 08:26:23.648956;Entrada;Outros; 41.474,38 ;
11;1724;2024-11-07 08:26:23.648956;Entrada;Venda; 11.795,30 ;Cliente 5
12;4592;2023-04-07 08:26:23.648956;Entrada;Imposto; 46.298,28 ;
11;1970;2023-06-08 08:26:23.648956;Entrada;Serviço; 21.214,48 ;Cliente 3
22;1809;2023-03-11 08:26:23.648956;Saída;Imposto; 4.201,59 ;
32;1930;2022-12-30 08:26:23.648956;Saída;Outros; 33.324,04 ;
21;2198;2023-09-30 08:26:23.648956;Saída;Salário; 23.822,41 ;
11;4005;2023-06-13 08:26:23.648956;Entrada;Serviço; 19.148,02 ;Cliente 5
33;3763;2024-07-15 08:26:23.648956;Saída;Serviço; 1.870,11 ;
22;4325;2024-06-25 08:26:23.648956;Saída;Salário; 515,54 ;
22;1712;2023-05-10 08:26:23.648956;Saída;Salário; 31.032,66 ;
32;2653;2023-03-08 08:26:23.648956;Saída;Outros; 29.609,61 ;
32;2335;2023-02-06 08:26:23.648956;Saída;Outros; 20.914,05 ;
11;2780;2023-10-23 08:26:23.648956;Entrada;Serviço; 17.025,33 ;Cliente 3
11;3628;2024-11-09 08:26:23.648956;Entrada;Serviço; 8.991,30 ;Cliente 4
11;1303;2023-09-07 08:26:23.648956;Entrada;Venda; 12.587,08 ;Cliente 5
32;3567;2024-04-22 08:26:23.648956;Saída;Outros; 30.555,88 ;
22;1248;2023-07-09 08:26:23.648956;Saída;Salário; 2.683,15 ;
21;1312;2023-10-09 08:26:23.648956;Saída;Salário; 39.905,68 ;
12;1085;2024-04-30 08:26:23.648956;Entrada;Outros; 25.916,82 ;
22;2110;2024-09-24 08:26:23.648956;Saída;Imposto; 39.386,53 ;
22;4398;2023-02-09 08:26:23.648956;Saída;Salário; 24.587,57 ;
11;1019;2023-02-16 08:26:23.648956;Entrada;Venda; 32.673,04 ;Cliente 1
11;4755;2023-07-01 08:26:23.648956;Entrada;Venda; 26.984,96 ;Cliente 5
12;2350;2024-03-20 08:26:23.648956;Entrada;Imposto; 37.921,44 ;
11;2376;2023-04-07 08:26:23.648956;Entrada;Venda; 15.048,20 ;Cliente 1
32;4579;2024-03-19 08:26:23.648956;Saída;Outros; 16.591,22 ;
12;1357;2024-01-15 08:26:23.648956;Entrada;Imposto; 12.488,89 ;
11;2366;2024-01-05 08:26:23.648956;Entrada;Serviço; 17.673,52 ;Cliente 3
12;3409;2023-09-13 08:26:23.648956;Entrada;Outros; 11.295,33 ;
22;4861;2023-06-03 08:26:23.648956;Saída;Salário; 22.374,22 ;
32;2780;2024-01-31 08:26:23.648956;Saída;Outros; 41.635,91 ;
22;4211;2024-05-20 08:26:23.648956;Saída;Imposto; 28.062,52 ;
11;2195;2023-08-29 08:26:23.648956;Entrada;Venda; 6.987,59 ;Cliente 3
11;1067;2024-05-04 08:26:23.648956;Entrada;Serviço; 17.379,13 ;Cliente 3
12;2760;2023-08-03 08:26:23.648956;Entrada;Imposto; 3.743,16 ;
11;1925;2023-01-28 08:26:23.648956;Entrada;Venda; 15.166,97 ;Cliente 5
33;3965;2024-05-31 08:26:23.648956;Saída;Serviço; 21.200,93 ;
33;2233;2023-09-09 08:26:23.648956;Saída;Serviço; 24.700,57 ;
12;4397;2023-01-03 08:26:23.648956;Entrada;Outros; 9.668,14 ;
12;4823;2024-08-10 08:26:23.648956;Entrada;Outros; 28.535,40 ;
11;3523;2024-10-10 08:26:23.648956;Entrada;Venda; 29.694,26 ;Cliente 4
11;3305;2023-06-11 08:26:23.648956;Entrada;Venda; 19.014,03 ;Cliente 2
12;3721;2023-12-13 08:26:23.648956;Entrada;Imposto; 25.512,96 ;
12;4496;2024-08-05 08:26:23.648956;Entrada;Outros; 40.799,20 ;
33;2387;2023-12-19 08:26:23.648956;Saída;Serviço; 29.692,96 ;
12;2127;2023-07-24 08:26:23.648956;Entrada;Imposto; 3.992,29 ;
21;3809;2023-09-12 08:26:23.648956;Saída;Salário; 38.980,57 ;
12;2707;2024-03-01 08:26:23.648956;Entrada;Imposto; 40.021,82 ;
21;3099;2022-12-03 08:26:23.648956;Saída;Salário; 5.647,81 ;
21;4045;2023-04-05 08:26:23.648956;Saída;Salário; 1.085,17 ;
11;4422;2024-09-20 08:26:23.648956;Entrada;Venda; 33.896,28 ;Cliente 3
31;1466;2023-05-27 08:26:23.648956;Saída;Venda; 29.114,36 ;
11;3486;2024-09-27 08:26:23.648956;Entrada;Venda; 16.061,14 ;Cliente 5
22;2999;2023-06-27 08:26:23.648956;Saída;Imposto; 13.930,35 ;
21;4836;2024-04-24 08:26:23.648956;Saída;Salário; 18.804,93 ;
21;1307;2023-02-28 08:26:23.648956;Saída;Salário; 22.909,70 ;
31;3477;2024-02-14 08:26:23.648956;Saída;Venda; 12.346,38 ;
12;2256;2023-12-22 08:26:23.648956;Entrada;Imposto; 3.832,44 ;
22;4421;2022-12-06 08:26:23.648956;Saída;Imposto; 8.483,46 ;
12;1132;2023-10-12 08:26:23.648956;Entrada;Imposto; 30.279,94 ;
31;3744;2024-02-20 08:26:23.648956;Saída;Venda; 5.546,84 ;
12;4504;2023-06-28 08:26:23.648956;Entrada;Imposto; 30.273,46 ;
12;2912;2024-09-11 08:26:23.648956;Entrada;Imposto; 11.909,08 ;
32;1490;2024-03-19 08:26:23.648956;Saída;Outros; 45.969,39 ;
11;3452;2024-07-22 08:26:23.648956;Entrada;Serviço; 34.370,89 ;Cliente 4
21;1784;2024-03-11 08:26:23.648956;Saída;Salário; 27.585,49 ;
21;2077;2023-08-24 08:26:23.648956;Saída;Salário; 35.109,89 ;
22;3005;2024-08-03 08:26:23.648956;Saída;Salário; 12.795,01 ;
